,Name,NumberOfShots,Team
435,Devin Booker,101.0,PHO
425,Ricky Rubio,98.0,PHO
436,Mikal Bridges,37.0,PHO
426,Kelly Oubre,33.0,PHO
434,Dario Šarić,33.0,PHO
422,Elie Okobo,19.0,PHO
433,Deandre Ayton,18.0,PHO
421,Tyler Johnson,13.0,PHO
423,Jevon Carter,11.0,PHO
427,Frank Kaminsky,11.0,PHO
