,Name,NumberOfShots,Team
472,De'Aaron Fox,70.0,SAC
468,Buddy Hield,49.0,SAC
473,Kent Bazemore,38.0,SAC
466,Bogdan Bogdanović,37.0,SAC
467,Nemanja Bjelica,34.0,SAC
474,Cory Joseph,31.0,SAC
463,Harrison Barnes,26.0,SAC
460,Trevor Ariza,23.0,SAC
470,Anthony Tolliver,16.0,SAC
458,Dewayne Dedmon,14.0,SAC
