,Name,NumberOfShots,Team
267,Ja Morant,96.0,MEM
266,Dillon Brooks,48.0,MEM
273,De'Anthony Melton,41.0,MEM
270,Jae Crowder,35.0,MEM
265,Tyus Jones,31.0,MEM
276,Solomon Hill,26.0,MEM
262,Jonas Valančiūnas,25.0,MEM
274,Kyle Anderson,20.0,MEM
272,Jaren Jackson,17.0,MEM
264,Grayson Allen,17.0,MEM
