,Name,NumberOfShots,Team
478,DeMar DeRozan,47.0,SAS
485,Dejounte Murray,45.0,SAS
479,Derrick White,41.0,SAS
477,Rudy Gay,23.0,SAS
487,Patty Mills,22.0,SAS
491,Trey Lyles,21.0,SAS
476,Bryn Forbes,19.0,SAS
488,Lonnie Walker,13.0,SAS
480,Jakob Poeltl,11.0,SAS
481,Jakob Poeltl,10.0,SAS
