,Name,NumberOfShots,Team
85,Devonte' Graham,81.0,CHO
83,Terry Rozier,62.0,CHO
89,Malik Monk,41.0,CHO
77,Miles Bridges,40.0,CHO
87,P.J. Washington,38.0,CHO
84,Cody Martin,17.0,CHO
88,Cody Zeller,17.0,CHO
86,Marvin Williams,15.0,CHO
79,Bismack Biyombo,12.0,CHO
74,Willy Hernangómez,9.0,CHO
