,Name,NumberOfShots,Team
298,Khris Middleton,64.0,MIL
308,Eric Bledsoe,61.0,MIL
311,Giannis Antetokounmpo,42.0,MIL
295,Donte DiVincenzo,34.0,MIL
309,George Hill,32.0,MIL
299,Brook Lopez,22.0,MIL
302,Pat Connaughton,21.0,MIL
310,Kyle Korver,19.0,MIL
300,Sterling Brown,18.0,MIL
304,Ersan İlyasova,18.0,MIL
