,Name,NumberOfShots,Team
404,Ben Simmons,82.0,PHI
409,Alec Burks,47.0,PHI
417,Josh Richardson,39.0,PHI
407,Al Horford,36.0,PHI
414,Joel Embiid,33.0,PHI
413,Tobias Harris,29.0,PHI
420,Raul Neto,25.0,PHI
410,Shake Milton,24.0,PHI
416,Furkan Korkmaz,23.0,PHI
403,Matisse Thybulle,23.0,PHI
