,Name,NumberOfShots,Team
105,L. Dončić - doncilu01,167.0,DAL
109,K. Porziņģis - porzikr01,121.0,DAL
108,T. Hardaway - hardati02,109.0,DAL
115,S. Curry - curryse01,107.0,DAL
122,J. Brunson - brunsja01,90.0,DAL
111,T. Burke - burketr01,42.0,DAL
116,J. Jackson - jacksju01,35.0,DAL
106,B. Marjanović - marjabo01,32.0,DAL
114,D. Wright - wrighde01,28.0,DAL
118,W. Cauley-Stein - caulewi01,23.0,DAL
