,Name,NumberOfShots,Team
321,D. Russell - russeda01,138.0,MIN
324,A. Wiggins - wiggian01,118.0,MIN
323,J. Teague - teaguje01,75.0,MIN
319,M. Beasley - beaslma01,51.0,MIN
307,S. Napier - napiesh01,38.0,MIN
302,G. Dieng - dienggo01,32.0,MIN
304,K. Towns - townska01,30.0,MIN
311,R. Covington - covinro01,27.0,MIN
310,J. Evans - evansja02,24.0,MIN
315,J. Culver - culveja01,22.0,MIN
