,Name,NumberOfShots,Team
442,Deandre Ayton,147.0,PHO
443,Dario Šarić,100.0,PHO
438,Aron Baynes,71.0,PHO
435,Kelly Oubre,67.0,PHO
446,Mikal Bridges,66.0,PHO
433,Cameron Johnson,49.0,PHO
434,Ricky Rubio,46.0,PHO
436,Frank Kaminsky,35.0,PHO
439,Cheick Diallo,30.0,PHO
432,Jevon Carter,30.0,PHO
