,Name,NumberOfShots,Team
90,Cody Zeller,160.0,CHO
81,Bismack Biyombo,120.0,CHO
80,Miles Bridges,88.0,CHO
89,P.J. Washington,58.0,CHO
85,Terry Rozier,50.0,CHO
77,Willy Hernangómez,43.0,CHO
88,Marvin Williams,43.0,CHO
87,Devonte' Graham,42.0,CHO
86,Cody Martin,38.0,CHO
91,Malik Monk,27.0,CHO
