,Name,NumberOfShots,Team
406,Nikola Vučević,149.0,ORL
394,Aaron Gordon,107.0,ORL
397,Mohamed Bamba,100.0,ORL
407,Khem Birch,100.0,ORL
405,James Ennis,77.0,ORL
400,Jonathan Isaac,58.0,ORL
410,Michael Carter-Williams,46.0,ORL
402,Gary Clark,41.0,ORL
403,Markelle Fultz,41.0,ORL
396,Wesley Iwundu,25.0,ORL
