,Name,NumberOfShots,Team
423,Joel Embiid,152.0,PHI
413,Ben Simmons,113.0,PHI
416,Al Horford,112.0,PHI
422,Tobias Harris,83.0,PHI
414,Glenn Robinson,81.0,PHI
428,James Ennis,77.0,PHI
420,Mike Scott,67.0,PHI
418,Alec Burks,55.0,PHI
412,Matisse Thybulle,45.0,PHI
426,Josh Richardson,45.0,PHI
