,FoulType,Name,NumberOfShots,Team
1925,loose ball,Jaxson Hayes,11.0,NOP
1949,loose ball,Derrick Favors,9.0,NOP
1887,loose ball,Kenrich Williams,8.0,NOP
1905,loose ball,E'Twaun Moore,6.0,NOP
1956,loose ball,Brandon Ingram,6.0,NOP
1881,loose ball,Nicolò Melli,5.0,NOP
1894,loose ball,Jahlil Okafor,5.0,NOP
1932,loose ball,Josh Hart,5.0,NOP
1939,loose ball,Frank Jackson,5.0,NOP
1901,loose ball,Lonzo Ball,3.0,NOP
