,FoulType,Name,NumberOfShots,Team
2263,offensive,Ben Simmons,38.0,PHI
2322,offensive,Joel Embiid,34.0,PHI
2316,offensive,Tobias Harris,19.0,PHI
2342,offensive,Josh Richardson,17.0,PHI
2353,offensive,James Ennis,16.0,PHI
2282,offensive,Al Horford,13.0,PHI
2292,offensive,Alec Burks,13.0,PHI
2275,offensive,Norvel Pelle,10.0,PHI
2298,offensive,Shake Milton,7.0,PHI
2310,offensive,Trey Burke,6.0,PHI
