,FoulType,Name,NumberOfShots,Team
780,loose ball,Nikola Jokić,24.0,DEN
739,loose ball,Paul Millsap,14.0,DEN
728,loose ball,Torrey Craig,13.0,DEN
798,loose ball,Mason Plumlee,12.0,DEN
774,loose ball,Jerami Grant,10.0,DEN
746,loose ball,Gary Harris,8.0,DEN
762,loose ball,Michael Porter,7.0,DEN
698,loose ball,PJ Dozier,5.0,DEN
787,loose ball,Malik Beasley,5.0,DEN
724,loose ball,Juan Hernangómez,4.0,DEN
