,FoulType,Name,NumberOfShots,Team
1275,loose ball,Ivica Zubac,15.0,LAC
1309,loose ball,JaMychal Green,11.0,LAC
1323,loose ball,Montrezl Harrell,10.0,LAC
1256,loose ball,Marcus Morris,9.0,LAC
1303,loose ball,Paul George,8.0,LAC
1265,loose ball,Kawhi Leonard,6.0,LAC
1239,loose ball,Landry Shamet,4.0,LAC
1295,loose ball,Patrick Beverley,3.0,LAC
1316,loose ball,Maurice Harkless,3.0,LAC
1331,loose ball,Jerome Robinson,3.0,LAC
