,FoulType,Name,NumberOfShots,Team
1516,loose ball,Jaren Jackson,21.0,MEM
1453,loose ball,Jonas Valančiūnas,20.0,MEM
1476,loose ball,Dillon Brooks,20.0,MEM
1491,loose ball,Gorgui Dieng,13.0,MEM
1510,loose ball,Brandon Clarke,10.0,MEM
1446,loose ball,Anthony Tolliver,9.0,MEM
1504,loose ball,Jae Crowder,9.0,MEM
1485,loose ball,Ja Morant,6.0,MEM
1523,loose ball,De'Anthony Melton,6.0,MEM
1528,loose ball,Kyle Anderson,6.0,MEM
