,FoulType,Name,NumberOfShots,Team
554,offensive,Andre Drummond,41.0,CLE
529,offensive,Tristan Thompson,22.0,CLE
518,offensive,Collin Sexton,14.0,CLE
498,offensive,Jordan Clarkson,13.0,CLE
537,offensive,Cedi Osman,12.0,CLE
581,offensive,Kevin Porter,11.0,CLE
548,offensive,Larry Nance,8.0,CLE
507,offensive,Kevin Love,7.0,CLE
572,offensive,Alfonzo McKinnie,6.0,CLE
512,offensive,Darius Garland,5.0,CLE
