,Name,NumberOfShots,Team
401,Chris Paul,184.0,OKC
393,Nerlens Noel,182.0,OKC
403,Dennis Schröder,166.0,OKC
394,Terrance Ferguson,158.0,OKC
395,Shai Gilgeous-Alexander,134.0,OKC
398,Steven Adams,134.0,OKC
404,Luguentz Dort,122.0,OKC
405,Hamidou Diallo,104.0,OKC
399,Danilo Gallinari,88.0,OKC
392,Abdel Nader,79.0,OKC
