,FoulType,Name,NumberOfShots,Team
1549,shooting,Duncan Robinson,144.0,MIA
1598,shooting,Bam Adebayo,130.0,MIA
1639,shooting,Kelly Olynyk,97.0,MIA
1565,shooting,Jae Crowder,96.0,MIA
1616,shooting,Kendrick Nunn,94.0,MIA
1622,shooting,Derrick Jones,74.0,MIA
1583,shooting,Meyers Leonard,70.0,MIA
1573,shooting,Goran Dragić,68.0,MIA
1606,shooting,Tyler Herro,53.0,MIA
1544,shooting,Chris Silva,49.0,MIA
