,FoulType,Name,NumberOfShots,Team
2870,personal,Kyle Lowry,91.0,TOR
2838,personal,OG Anunoby,78.0,TOR
2863,personal,Pascal Siakam,69.0,TOR
2785,personal,Fred VanVleet,68.0,TOR
2829,personal,Norman Powell,61.0,TOR
2792,personal,Terence Davis,58.0,TOR
2848,personal,Rondae Hollis-Jefferson,52.0,TOR
2807,personal,Marc Gasol,41.0,TOR
2856,personal,Serge Ibaka,40.0,TOR
2802,personal,Chris Boucher,26.0,TOR
