,FoulType,Name,NumberOfShots,Team
674,away from play,Dwight Powell,2.0,DAL
680,away from play,Maxi Kleber,2.0,DAL
608,away from play,Tim Hardaway,1.0,DAL
633,away from play,Dorian Finney-Smith,1.0,DAL
