,FoulType,Name,NumberOfShots,Team
2048,personal take,Julius Randle,10.0,NYK
1998,personal take,Frank Ntilikina,9.0,NYK
2064,personal take,Marcus Morris,6.0,NYK
2053,personal take,Elfrid Payton,5.0,NYK
1981,personal take,Reggie Bullock,4.0,NYK
1977,personal take,Kevin Knox,3.0,NYK
1995,personal take,RJ Barrett,3.0,NYK
2024,personal take,Dennis Smith,3.0,NYK
2034,personal take,Mitchell Robinson,3.0,NYK
1964,personal take,Allonzo Trier,2.0,NYK
