,FoulType,Name,NumberOfShots,Team
14,shooting,Damian Jones,84.0,ATL
77,shooting,De'Andre Hunter,81.0,ATL
0,shooting,John Collins,78.0,ATL
46,shooting,Alex Len,76.0,ATL
98,shooting,Cam Reddish,72.0,ATL
52,shooting,Dewayne Dedmon,68.0,ATL
64,shooting,Bruno Fernando,65.0,ATL
92,shooting,Kevin Huerter,61.0,ATL
33,shooting,Jeff Teague,54.0,ATL
6,shooting,Jabari Parker,50.0,ATL
