,FoulType,Name,NumberOfShots,Team
3008,personal,Troy Brown,53.0,WAS
3050,personal,Isaac Bonga,53.0,WAS
3025,personal,Shabazz Napier,47.0,WAS
3065,personal,Rui Hachimura,46.0,WAS
3071,personal,Jerome Robinson,43.0,WAS
2991,personal,Dāvis Bertāns,42.0,WAS
3078,personal,Moritz Wagner,41.0,WAS
3000,personal,Bradley Beal,37.0,WAS
3060,personal,Isaiah Thomas,32.0,WAS
3054,personal,Ian Mahinmi,31.0,WAS
