,FoulType,Name,NumberOfShots,Team
1931,technical,Josh Hart,7.0,NOP
1957,technical,Brandon Ingram,4.0,NOP
1911,technical,J.J. Redick,2.0,NOP
1926,technical,Jaxson Hayes,2.0,NOP
1884,technical,Nicolò Melli,1.0,NOP
1890,technical,Kenrich Williams,1.0,NOP
1921,technical,Jrue Holiday,1.0,NOP
1940,technical,Frank Jackson,1.0,NOP
