,FoulType,Name,NumberOfShots,Team
1693,personal,Wesley Matthews,65.0,MIL
1719,personal,Eric Bledsoe,65.0,MIL
1663,personal,Khris Middleton,63.0,MIL
1739,personal,Giannis Antetokounmpo,61.0,MIL
1646,personal,Donte DiVincenzo,58.0,MIL
1709,personal,Marvin Williams,50.0,MIL
1727,personal,George Hill,38.0,MIL
1700,personal,Ersan İlyasova,32.0,MIL
1671,personal,Brook Lopez,31.0,MIL
1733,personal,Kyle Korver,26.0,MIL
