,FoulType,Name,NumberOfShots,Team
339,loose ball,Wendell Carter,10.0,CHI
319,loose ball,Daniel Gafford,7.0,CHI
358,loose ball,Lauri Markkanen,7.0,CHI
384,loose ball,Coby White,7.0,CHI
347,loose ball,Kris Dunn,6.0,CHI
388,loose ball,Tomáš Satoranský,6.0,CHI
378,loose ball,Thaddeus Young,5.0,CHI
333,loose ball,Denzel Valentine,3.0,CHI
364,loose ball,Zach LaVine,3.0,CHI
368,loose ball,Cristiano Felício,3.0,CHI
