,FoulType,Name,NumberOfShots,Team
180,offensive,Jayson Tatum,39.0,BOS
110,offensive,Jaylen Brown,20.0,BOS
123,offensive,Grant Williams,20.0,BOS
167,offensive,Daniel Theis,20.0,BOS
193,offensive,Gordon Hayward,19.0,BOS
135,offensive,Marcus Smart,13.0,BOS
152,offensive,Brad Wanamaker,8.0,BOS
118,offensive,Robert Williams,7.0,BOS
131,offensive,Semi Ojeleye,4.0,BOS
188,offensive,Vincent Poirier,3.0,BOS
