,FoulType,Name,NumberOfShots,Team
1748,loose ball,Gorgui Dieng,13.0,MIN
1822,loose ball,Treveon Graham,8.0,MIN
1758,loose ball,Karl-Anthony Towns,8.0,MIN
1813,loose ball,Jarrett Culver,6.0,MIN
1839,loose ball,Naz Reid,5.0,MIN
1834,loose ball,Malik Beasley,5.0,MIN
1791,loose ball,Robert Covington,5.0,MIN
1819,loose ball,Jake Layman,4.0,MIN
1778,loose ball,Noah Vonleh,4.0,MIN
1767,loose ball,Juan Hernangómez,4.0,MIN
