,FoulType,Name,NumberOfShots,Team
2913,personal take,Royce O'Neale,16.0,UTA
2921,personal take,Donovan Mitchell,16.0,UTA
2950,personal take,Mike Conley,14.0,UTA
2929,personal take,Bojan Bogdanović,12.0,UTA
2962,personal take,Joe Ingles,12.0,UTA
2937,personal take,Jordan Clarkson,10.0,UTA
2890,personal take,Georges Niang,8.0,UTA
2968,personal take,Dante Exum,4.0,UTA
2884,personal take,Emmanuel Mudiay,3.0,UTA
2984,personal take,Rudy Gobert,2.0,UTA
