,FoulType,Name,NumberOfShots,Team
2631,offensive,Richaun Holmes,18.0,SAC
2642,offensive,Nemanja Bjelica,17.0,SAC
2589,offensive,Dewayne Dedmon,17.0,SAC
2579,offensive,Alex Len,17.0,SAC
2668,offensive,De'Aaron Fox,16.0,SAC
2616,offensive,Harrison Barnes,15.0,SAC
2650,offensive,Buddy Hield,14.0,SAC
2573,offensive,Harry Giles,13.0,SAC
2679,offensive,Kent Bazemore,11.0,SAC
2663,offensive,Jabari Parker,8.0,SAC
