,FoulType,Name,NumberOfShots,Team
483,offensive,Cody Zeller,22.0,CHO
450,offensive,Terry Rozier,20.0,CHO
419,offensive,Miles Bridges,15.0,CHO
428,offensive,Bismack Biyombo,13.0,CHO
477,offensive,P.J. Washington,13.0,CHO
470,offensive,Marvin Williams,11.0,CHO
488,offensive,Malik Monk,8.0,CHO
404,offensive,Willy Hernangómez,7.0,CHO
465,offensive,Devonte' Graham,7.0,CHO
411,offensive,Dwayne Bacon,6.0,CHO
