,Name,NumberOfShots,Team
511,DeMar DeRozan,195.0,SAS
512,Derrick White,152.0,SAS
518,Dejounte Murray,145.0,SAS
515,LaMarcus Aldridge,128.0,SAS
509,Bryn Forbes,113.0,SAS
521,Patty Mills,105.0,SAS
510,Rudy Gay,105.0,SAS
525,Trey Lyles,101.0,SAS
522,Lonnie Walker,78.0,SAS
513,Jakob Poeltl,74.0,SAS
