,Name,NumberOfShots,Team
175,Andre Drummond,211.0,DET
166,Markieff Morris,195.0,DET
168,Bruce Brown,165.0,DET
172,Thon Maker,102.0,DET
173,Tony Snell,101.0,DET
158,Christian Wood,100.0,DET
165,Langston Galloway,97.0,DET
171,Svi Mykhailiuk,87.0,DET
174,Sekou Doumbouya,80.0,DET
154,John Henson,78.0,DET
