,FoulType,Name,NumberOfShots,Team
911,personal,Andre Drummond,55.0,DET
875,personal,Bruce Brown,53.0,DET
865,personal,Markieff Morris,46.0,DET
858,personal,Langston Galloway,45.0,DET
901,personal,Tony Snell,42.0,DET
838,personal,Reggie Jackson,39.0,DET
890,personal,Svi Mykhailiuk,39.0,DET
905,personal,Sekou Doumbouya,37.0,DET
882,personal,Jordan McRae,28.0,DET
820,personal,Christian Wood,24.0,DET
