,FoulType,Name,NumberOfShots,Team
1787,shooting,Robert Covington,138.0,MIN
1788,personal,Robert Covington,96.0,MIN
1864,shooting,Andrew Wiggins,84.0,MIN
1810,shooting,Jarrett Culver,69.0,MIN
1746,shooting,Gorgui Dieng,62.0,MIN
1802,personal,Josh Okogie,59.0,MIN
1803,shooting,Josh Okogie,57.0,MIN
1837,shooting,Naz Reid,54.0,MIN
1859,shooting,Jeff Teague,54.0,MIN
1755,shooting,Karl-Anthony Towns,51.0,MIN
