,FoulType,Name,NumberOfShots,Team
166,loose ball,Daniel Theis,30.0,BOS
111,loose ball,Jaylen Brown,16.0,BOS
136,loose ball,Marcus Smart,11.0,BOS
124,loose ball,Grant Williams,10.0,BOS
130,loose ball,Semi Ojeleye,6.0,BOS
153,loose ball,Brad Wanamaker,6.0,BOS
182,loose ball,Jayson Tatum,6.0,BOS
195,loose ball,Gordon Hayward,6.0,BOS
148,loose ball,Kemba Walker,4.0,BOS
158,loose ball,Romeo Langford,3.0,BOS
