,FoulType,Name,NumberOfShots,Team
1759,technical,Karl-Anthony Towns,5.0,MIN
1846,technical,D'Angelo Russell,5.0,MIN
1792,technical,Robert Covington,3.0,MIN
1836,technical,Malik Beasley,3.0,MIN
1751,technical,Gorgui Dieng,2.0,MIN
1807,technical,Josh Okogie,2.0,MIN
1824,technical,Treveon Graham,2.0,MIN
1774,technical,Shabazz Napier,1.0,MIN
1799,technical,Jordan Bell,1.0,MIN
1815,technical,Jarrett Culver,1.0,MIN
