,FoulType,Name,NumberOfShots,Team
3027,personal take,Shabazz Napier,16.0,WAS
2992,personal take,Dāvis Bertāns,11.0,WAS
3011,personal take,Troy Brown,8.0,WAS
3003,personal take,Bradley Beal,6.0,WAS
3042,personal take,Jordan McRae,5.0,WAS
3063,personal take,Isaiah Thomas,3.0,WAS
3022,personal take,Anžejs Pasečņiks,2.0,WAS
3074,personal take,Jerome Robinson,2.0,WAS
3093,personal take,Thomas Bryant,2.0,WAS
3098,personal take,Ish Smith,2.0,WAS
