,FoulType,Name,NumberOfShots,Team
1587,flagrant,Meyers Leonard,2.0,MIA
1603,flagrant,Bam Adebayo,2.0,MIA
1578,flagrant,Goran Dragić,1.0,MIA
1596,flagrant,Jimmy Butler,1.0,MIA
1615,flagrant,James Johnson,1.0,MIA
1645,flagrant,Kelly Olynyk,1.0,MIA
