,FoulType,Name,NumberOfShots,Team
2225,shooting,Nikola Vučević,92.0,ORL
2184,shooting,Mohamed Bamba,77.0,ORL
2248,personal,Evan Fournier,72.0,ORL
2210,shooting,Markelle Fultz,69.0,ORL
2219,shooting,James Ennis,69.0,ORL
2211,personal,Markelle Fultz,63.0,ORL
2220,personal,James Ennis,57.0,ORL
2249,shooting,Evan Fournier,56.0,ORL
2163,shooting,Aaron Gordon,55.0,ORL
2169,shooting,Terrence Ross,55.0,ORL
