,FoulType,Name,NumberOfShots,Team
1426,personal take,Alex Caruso,8.0,LAL
1412,personal take,Kentavious Caldwell-Pope,7.0,LAL
1379,personal take,Rajon Rondo,5.0,LAL
1347,personal take,LeBron James,4.0,LAL
1385,personal take,Jared Dudley,4.0,LAL
1397,personal take,Anthony Davis,4.0,LAL
1360,personal take,Kyle Kuzma,3.0,LAL
1391,personal take,Dion Waiters,3.0,LAL
1375,personal take,Markieff Morris,2.0,LAL
1405,personal take,Quinn Cook,2.0,LAL
