,FoulType,Name,NumberOfShots,Team
589,offensive,Luka Dončić,36.0,DAL
613,offensive,Kristaps Porziņģis,22.0,DAL
677,offensive,Maxi Kleber,16.0,DAL
628,offensive,Dorian Finney-Smith,15.0,DAL
671,offensive,Dwight Powell,9.0,DAL
685,offensive,Jalen Brunson,9.0,DAL
596,offensive,Boban Marjanović,8.0,DAL
605,offensive,Tim Hardaway,8.0,DAL
646,offensive,Seth Curry,8.0,DAL
658,offensive,Willie Cauley-Stein,7.0,DAL
