,FoulType,Name,NumberOfShots,Team
1550,personal,Duncan Robinson,76.0,MIA
1572,personal,Goran Dragić,69.0,MIA
1566,personal,Jae Crowder,65.0,MIA
1617,personal,Kendrick Nunn,61.0,MIA
1640,personal,Kelly Olynyk,60.0,MIA
1623,personal,Derrick Jones,59.0,MIA
1599,personal,Bam Adebayo,44.0,MIA
1607,personal,Tyler Herro,38.0,MIA
1591,personal,Jimmy Butler,34.0,MIA
1612,personal,James Johnson,32.0,MIA
