,FoulType,Name,NumberOfShots,Team
1922,shooting,Jaxson Hayes,100.0,NOP
1952,shooting,Brandon Ingram,72.0,NOP
1879,shooting,Nicolò Melli,72.0,NOP
1927,shooting,Josh Hart,70.0,NOP
1946,shooting,Derrick Favors,69.0,NOP
1897,shooting,Lonzo Ball,67.0,NOP
1916,shooting,Jrue Holiday,56.0,NOP
1908,shooting,J.J. Redick,49.0,NOP
1885,shooting,Kenrich Williams,46.0,NOP
1891,shooting,Jahlil Okafor,36.0,NOP
