,FoulType,Name,NumberOfShots,Team
2326,away from play,Joel Embiid,3.0,PHI
2259,away from play,Matisse Thybulle,2.0,PHI
2267,away from play,Ben Simmons,2.0,PHI
2284,away from play,Al Horford,2.0,PHI
2273,away from play,Glenn Robinson,1.0,PHI
2333,away from play,Kyle O'Quinn,1.0,PHI
2339,away from play,Furkan Korkmaz,1.0,PHI
