,FoulType,Name,NumberOfShots,Team
115,flagrant,Jaylen Brown,1.0,BOS
140,flagrant,Marcus Smart,1.0,BOS
171,flagrant,Daniel Theis,1.0,BOS
175,flagrant,Javonte Green,1.0,BOS
184,flagrant,Jayson Tatum,1.0,BOS
