,FoulType,Name,NumberOfShots,Team
740,technical,Paul Millsap,3.0,DEN
782,technical,Nikola Jokić,3.0,DEN
789,technical,Malik Beasley,3.0,DEN
719,technical,Will Barton,2.0,DEN
755,technical,Jordan McRae,2.0,DEN
776,technical,Jerami Grant,2.0,DEN
748,technical,Gary Harris,1.0,DEN
770,technical,Jamal Murray,1.0,DEN
