,FoulType,Name,NumberOfShots,Team
1187,shooting,Myles Turner,101.0,IND
1144,shooting,Justin Holiday,81.0,IND
1138,shooting,Domantas Sabonis,80.0,IND
1163,shooting,T.J. Warren,79.0,IND
1200,shooting,Doug McDermott,64.0,IND
1156,shooting,Aaron Holiday,63.0,IND
1150,shooting,Malcolm Brogdon,46.0,IND
1133,shooting,Jeremy Lamb,44.0,IND
1208,shooting,Goga Bitadze,38.0,IND
1194,shooting,T.J. McConnell,36.0,IND
