,FoulType,Name,NumberOfShots,Team
612,loose ball,Kristaps Porziņģis,24.0,DAL
657,loose ball,Willie Cauley-Stein,15.0,DAL
670,loose ball,Dwight Powell,9.0,DAL
598,loose ball,Boban Marjanović,7.0,DAL
679,loose ball,Maxi Kleber,7.0,DAL
592,loose ball,Luka Dončić,6.0,DAL
630,loose ball,Dorian Finney-Smith,6.0,DAL
647,loose ball,Seth Curry,4.0,DAL
641,loose ball,Delon Wright,3.0,DAL
664,loose ball,Michael Kidd-Gilchrist,3.0,DAL
