,Name,NumberOfShots,Team
217,P.J. Tucker,279.0,HOU
207,James Harden,276.0,HOU
208,Robert Covington,268.0,HOU
215,Russell Westbrook,239.0,HOU
198,Ben McLemore,165.0,HOU
199,Danuel House,157.0,HOU
210,Austin Rivers,154.0,HOU
201,Jeff Green,117.0,HOU
205,Clint Capela,102.0,HOU
216,Eric Gordon,97.0,HOU
