,FoulType,Name,NumberOfShots,Team
2115,personal,Chris Paul,78.0,OKC
2079,personal,Terrance Ferguson,75.0,OKC
2125,personal,Dennis Schröder,73.0,OKC
2075,personal,Nerlens Noel,55.0,OKC
2135,personal,Luguentz Dort,48.0,OKC
2086,personal,Shai Gilgeous-Alexander,39.0,OKC
2106,personal,Danilo Gallinari,30.0,OKC
2141,personal,Hamidou Diallo,29.0,OKC
2071,personal,Abdel Nader,28.0,OKC
2101,personal,Steven Adams,21.0,OKC
