,FoulType,Name,NumberOfShots,Team
3002,technical,Bradley Beal,8.0,WAS
2994,technical,Dāvis Bertāns,6.0,WAS
3091,technical,Thomas Bryant,6.0,WAS
3062,technical,Isaiah Thomas,5.0,WAS
3081,technical,Moritz Wagner,4.0,WAS
3045,technical,Jordan McRae,2.0,WAS
3023,technical,Anžejs Pasečņiks,1.0,WAS
3030,technical,Shabazz Napier,1.0,WAS
3058,technical,Ian Mahinmi,1.0,WAS
3099,technical,Ish Smith,1.0,WAS
