,FoulType,Name,NumberOfShots,Team
1035,flagrant,Ben McLemore,3.0,HOU
1066,flagrant,Clint Capela,1.0,HOU
1080,flagrant,James Harden,1.0,HOU
1099,flagrant,Chris Clemons,1.0,HOU
1113,flagrant,Isaiah Hartenstein,1.0,HOU
1120,flagrant,Russell Westbrook,1.0,HOU
