,FoulType,Name,NumberOfShots,Team
2117,personal take,Chris Paul,23.0,OKC
2088,personal take,Shai Gilgeous-Alexander,10.0,OKC
2128,personal take,Dennis Schröder,8.0,OKC
2137,personal take,Luguentz Dort,6.0,OKC
2103,personal take,Steven Adams,3.0,OKC
2109,personal take,Danilo Gallinari,2.0,OKC
2145,personal take,Hamidou Diallo,2.0,OKC
2084,personal take,Terrance Ferguson,1.0,OKC
2149,personal take,Devon Hall,1.0,OKC
2157,personal take,Deonte Burton,1.0,OKC
