,Name,NumberOfShots,Team
257,D. Brooks - brookdi01,170.0,MEM
258,J. Morant - moranja01,147.0,MEM
256,T. Jones - jonesty01,101.0,MEM
252,J. Valančiūnas - valanjo01,96.0,MEM
264,B. Clarke - clarkbr01,90.0,MEM
267,K. Anderson - anderky01,75.0,MEM
266,D. Melton - meltode01,40.0,MEM
265,J. Jackson - jacksja02,35.0,MEM
260,G. Dieng - dienggo01,32.0,MEM
254,G. Allen - allengr01,31.0,MEM
