,Name,NumberOfShots,Team
466,D. DeRozan - derozde01,321.0,SAS
470,L. Aldridge - aldrila01,183.0,SAS
473,D. Murray - murrade01,137.0,SAS
465,R. Gay - gayru01,113.0,SAS
467,D. White - whitede01,75.0,SAS
464,B. Forbes - forbebr01,66.0,SAS
476,P. Mills - millspa02,49.0,SAS
479,M. Belinelli - belinma01,38.0,SAS
477,L. Walker - walkelo01,38.0,SAS
480,T. Lyles - lylestr01,26.0,SAS
