,Name,NumberOfShots,Team
220,K. Leonard - leonaka01,323.0,LAC
223,L. Williams - willilo02,199.0,LAC
219,M. Morris - morrima03,189.0,LAC
226,P. George - georgpa01,125.0,LAC
229,M. Harrell - harremo01,57.0,LAC
230,J. Robinson - robinje01,42.0,LAC
217,R. Jackson - jacksre01,41.0,LAC
224,P. Beverley - beverpa01,30.0,LAC
221,I. Zubac - zubaciv01,24.0,LAC
213,R. McGruder - mcgruro01,23.0,LAC
