,Name,NumberOfShots,Team
495,P. Siakam - siakapa01,129.0,TOR
494,S. Ibaka - ibakase01,89.0,TOR
496,K. Lowry - lowryky01,69.0,TOR
489,N. Powell - powelno01,43.0,TOR
482,F. VanVleet - vanvlfr01,37.0,TOR
485,M. Gasol - gasolma01,34.0,TOR
487,M. Thomas - thomama02,28.0,TOR
493,R. Hollis-Jefferson - holliro01,23.0,TOR
491,O. Anunoby - anunoog01,18.0,TOR
497,P. McCaw - mccawpa01,11.0,TOR
