,Name,NumberOfShots,Team
519,B. Beal - bealbr01,178.0,WAS
538,I. Smith - smithis01,128.0,WAS
521,T. Brown - browntr01,79.0,WAS
531,I. Thomas - thomais02,77.0,WAS
532,R. Hachimura - hachiru01,77.0,WAS
537,T. Bryant - bryanth01,54.0,WAS
527,J. McRae - mcraejo01,50.0,WAS
533,J. Robinson - robinje01,42.0,WAS
524,S. Napier - napiesh01,38.0,WAS
518,D. Bertāns - bertada01,19.0,WAS
