,Name,NumberOfShots,Team
247,LeBron James,415.0,LAL
256,Anthony Davis,187.0,LAL
249,Kyle Kuzma,118.0,LAL
259,Kentavious Caldwell-Pope,103.0,LAL
252,Rajon Rondo,93.0,LAL
262,Dwight Howard,80.0,LAL
261,Alex Caruso,79.0,LAL
248,JaVale McGee,60.0,LAL
251,Markieff Morris,54.0,LAL
246,Danny Green,50.0,LAL
