,Name,NumberOfShots,Team
354,Jrue Holiday,217.0,NOP
362,Brandon Ingram,141.0,NOP
347,Zion Williamson,131.0,NOP
360,Derrick Favors,115.0,NOP
356,Josh Hart,89.0,NOP
351,Lonzo Ball,81.0,NOP
355,Jaxson Hayes,67.0,NOP
350,Jahlil Okafor,59.0,NOP
352,E'Twaun Moore,46.0,NOP
358,Frank Jackson,45.0,NOP
